figure_url,item,source,source_url,how
https://figure.nz/chart/jRrVfKRbKpV2BjoC-RUu3I3CJMpBPcyUe,"New Zealand hospitalisations for nausea and vomiting By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-8zB8RobmYXZihYLI,"New Zealand hospitalisations for symptoms and signs involving the digestive system and abdomen By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/NY6r7TWcaXk32nLa,"General surgeons in New Zealand By region, 2013, number of people employed ",Census: Detailed Occupation by Sex and Region 2013 (d),,This dataset was requested from Statistics New Zealand 
https://figure.nz/chart/2Ts6cVp9x1tBKQis,"Biomedical engineers in New Zealand By region, 2013, number of people employed ",Census: Detailed Occupation by Sex and Region 2013 (d),,This dataset was requested from Statistics New Zealand 
https://figure.nz/chart/CE18pTKIPRSdABXb,"Airsheds that exceeded PM10 national standard in New Zealand By number of days exceeding standard, 2006–2012, number of airsheds ",Environmental Reporting: Air Domain Report 2014,http://www.mfe.govt.nz/more/environmental-reporting/air/air-domain-report-2014/data-and-supporting-information/data-files,"At URL provided, download 'Excel files'"
https://figure.nz/chart/EtqSeeA3fSzAH3qY,"Psychiatrists in New Zealand By region, 2013, number of people employed ",Census: Detailed Occupation by Sex and Region 2013 (d),,This dataset was requested from Statistics New Zealand 
https://figure.nz/chart/KDFMKklcjaZyJIok,"Emergency service workers in New Zealand By region, 2013, number of people employed ",Census: Detailed Occupation by Sex and Region 2013 (d),,This dataset was requested from Statistics New Zealand 
https://figure.nz/chart/nQb3EPDLQRaRaRQT,"Death rate for cancer of the uterus in New Zealand 1955–2011, age-standardised rate per 100,000 population ",Cancer Historical Summary 1948-2011,http://www.health.govt.nz/publication/cancer-historical-summary-1948-2011,"http://www.health.govt.nz/ > Publications > Cancer historical summary 1948–2011 > Downloads: Cancer: Historical summary 1948–2011 (xlsx, 235 KB)"
https://figure.nz/chart/dtqa1Qtj0uTsQPr3,"Medical superintendents in New Zealand By region, 2013, number of people employed ",Census: Detailed Occupation by Sex and Region 2013 (d),,This dataset was requested from Statistics New Zealand 
https://figure.nz/chart/E3S1lv4hjpKi7w2c,"Impairment rates in the New Zealand population over 65 By impairment type, 2013, % of population aged 65 years and over ",New Zealand Disability Survey 2013,http://www.stats.govt.nz/browse_for_stats/health/disabilities/DisabilitySurvey_HOTP2013.aspx,"At URL provided, select 'Disability Survey: 2013 – tables' from box at the right-hand side of the page."
https://figure.nz/chart/9s9pPXy7AJEn9fyh-IYHDOl42qqHsP2uI,"Health therapy professionals in the West Coast Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-J5vJdNIT1XEWm1iA,"Health diagnostic and promotion professionals in the Waikato Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/bJ7HQiFilPSwcWCq,"Women candidates and elected in New Zealand DHB elections 1989–2013, % ",Local Authority Election Statistics 2013,http://www.dia.govt.nz/diawebsite.nsf/wpg_URL/Services-Local-Elections-Local-Authority-Election-Statistics-2013?OpenDocument#four,"At URL provided, under 'View the datasets', select '2013 Local Authority Election Statistics'."
https://figure.nz/chart/9s9pPXy7AJEn9fyh-NhdQN1I9viWSk7Oy,"Health therapy professionals in the Hawke's Bay Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-621kJQeSxNteFYID,"Health therapy professionals in the Bay of Plenty Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-wS8fBsxit5x0EwYC,"Health diagnostic and promotion professionals in the Otago Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-1CAxtbHsMtKrkWIA,"Health and welfare support workers in the Auckland Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-wT8daQLd47fFFqRn,"Health and welfare support workers in the Nelson Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-KmXsBuXPUojW6VX1,"Health diagnostic and promotion professionals in the Auckland Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-FQdDKb455vovIJQb,"Health diagnostic and promotion professionals in the Southland Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-8CRQPwWmmfXAjjZU,"Health diagnostic and promotion professionals in the Nelson Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-E9tZA0EyYxrC8qDm,"Health and welfare support workers in the Canterbury Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-RlqZ33HXXa9nRNmD,"Health diagnostic and promotion professionals in the Marlborough Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-FqDVE14vT3jc7Bfd,"Health diagnostic and promotion professionals in the Northland Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/table/PQwwUCVvV2DhjBZx,"  Rate of cancer registrations for Māori for selected cancers by sex and age group, 2012","Selected Cancers 2011, 2012 & 2013",http://www.health.govt.nz/publication/selected-cancers-2011-2012-2013,"http://www.health.govt.nz/ > Publications > Selected cancers 2011, 2012, 213 > Downloads: Selected Cancers 2011, 2012 & 2013 (xlsx, 148 KB)"
https://figure.nz/chart/6hAZUradmSaMhmD7,"Hospital pharmacists in New Zealand By region, 2013, number of people employed ",Census: Detailed Occupation by Sex and Region 2013 (d),,This dataset was requested from Statistics New Zealand 
https://figure.nz/table/6PYjiQSz8oTfnQWd,"  Number of cancer registrations for Māori for selected cancers by sex and age group, 2012","Selected Cancers 2011, 2012 & 2013",http://www.health.govt.nz/publication/selected-cancers-2011-2012-2013,"http://www.health.govt.nz/ > Publications > Selected cancers 2011, 2012, 213 > Downloads: Selected Cancers 2011, 2012 & 2013 (xlsx, 148 KB)"
https://figure.nz/chart/9s9pPXy7AJEn9fyh-4WmoHlKsrVfPlqsE,"Health diagnostic and promotion professionals in the Taranaki Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/table/6AKZERac9IAP7Paa,"  Rate of cancer registrations for Māori for selected cancers by sex and age group, 2011","Selected Cancers 2011, 2012 & 2013",http://www.health.govt.nz/publication/selected-cancers-2011-2012-2013,"http://www.health.govt.nz/ > Publications > Selected cancers 2011, 2012, 213 > Downloads: Selected Cancers 2011, 2012 & 2013 (xlsx, 148 KB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-QY5TxiXc3BjaVzoP,"New Zealand hospitalisations for abdominal and pelvic pain By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/9s9pPXy7AJEn9fyh-Dpt70eftTm6bfcHT,"Health and welfare support workers in the Waikato Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-RisxQVI4nJxdzwoT,"Health diagnostic and promotion professionals in the Wellington Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-j6CFA9tx6eDD6luf,"Health and welfare support workers in the Wellington Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-6vopXIXfbQOprOk8,"Health and welfare support workers in the Taranaki Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
https://figure.nz/chart/9s9pPXy7AJEn9fyh-y3FZAxBv2f3TSlaF,"Health diagnostic and promotion professionals in the Tasman Region, New Zealand Estimates and projections for the year ended March 2016–2019 ",Short-term Employment Forecasts: 2016-2019 - November 2016,http://www.mbie.govt.nz/info-services/employment-skills/labour-market-reports/forecasting/short-term-employment-forecasts/short-term-employment-forecasts-2016-2019-nov-2016,
