provider,dataset,title,tags,name,subtitle,url
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health and welfare support workers in the Auckland Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-1CAxtbHsMtKrkWIA
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health diagnostic and promotion professionals in the Southland Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-FQdDKb455vovIJQb
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health and welfare support workers in the Canterbury Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-E9tZA0EyYxrC8qDm
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health diagnostic and promotion professionals in the Marlborough Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-RlqZ33HXXa9nRNmD
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health and welfare support workers in the Wellington Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-j6CFA9tx6eDD6luf
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health diagnostic and promotion professionals in the Northland Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-FqDVE14vT3jc7Bfd
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health and welfare support workers in the Tasman Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-Lckyj5dtfuy8bvJR
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health diagnostic and promotion professionals in the Wellington Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-RisxQVI4nJxdzwoT
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health diagnostic and promotion professionals in the Tasman Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-y3FZAxBv2f3TSlaF
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health and welfare support workers in the Taranaki Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-6vopXIXfbQOprOk8
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health and welfare support workers in the Southland Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-wrNBBIBKuThIfIQw
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health diagnostic and promotion professionals in the Taranaki Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-4WmoHlKsrVfPlqsE
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health and welfare support workers in the Gisborne Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-CNKaZSl2OkBdaiC2
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health and welfare support workers in the Northland Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-xpm59sFftrZjvPeC
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health and welfare support workers in the Otago Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-Kczrnx6wYoLl4HN2
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health and welfare support workers in the Marlborough Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-JMbpjaOope3bP2K5
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health diagnostic and promotion professionals in the Gisborne Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-iEe7x41srOYEPAAY
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health therapy professionals in the Manawatu-Wanganui Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-DhinJhSe4FtltHQz
"Ministry of Business, Innovation, and Employment",Short-term Employment Forecasts: 2016-2019 - November 2016,"Health diagnostic and promotion professionals in the Canterbury Region, New Zealand",Jobs|Work|Forecast|Projections|Occupation,,Estimates and projections for the year ended March 2016â€“2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-78zwxsnsSzVrOJ0H
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,Private health insurance cover paid by employers in New Zealand,Insurance|Coverage|Jobs,,"By household income of the insured, 2011â€“2015 average, % adults covered",https://figure.nz/chart/V8XwRX1A0TcaMjAH
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Tertiary students enrolled in fields of health in New Zealand,Students|Study|Field|University|Polytechnics|Wananga|PTEs,,"By sub-sector and residency status, all levels, 2015",https://figure.nz/chart/CYteLVDs3asQlKwo-6lm4MTWvTT9TCjLZ
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,Pacific adults with private health insurance cover in New Zealand,Insurance|Coverage|Ethnicity,,"By age group, 2011â€“2015 average, % of adults within group",https://figure.nz/chart/WfdCtnoScwwIHp4P-0hcKD2xVFAopH559
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,MÄÅori adults with private health insurance cover in New Zealand,Insurance|Coverage|Ethnicity,,"By age group, 2011â€“2015 average, % of adults within group",https://figure.nz/chart/WfdCtnoScwwIHp4P-0B29M4KIp2id6dnf
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Tertiary students enrolled in public health studies in New Zealand,Students|University|Qualification|Polytechnics|Wananga|PTEs,,"By whether domestic or international, all tertiary levels, 2008â€“2015",https://figure.nz/chart/c4aLPViYFVptBZ0L-7j1hpqrWVvndyChR
Statistics New Zealand,"Household Economic Survey: Expenditure Statistics, Year ended June 2016",Average weekly household expenditure on health in New Zealand regions,Expenses|Households|Living Cost,,"Year ended June 2016, NZD",https://figure.nz/chart/R4x7TMksZP34RIJl-hvlXDjhSh4HSyMp0
Statistics New Zealand,Business Demography Statistics: Geographic units by region and industry 2015 (with percentages),Proportion of total businesses that are in the health insurance industry,,,"By region in New Zealand, 2015, % of all industries in each region",https://figure.nz/chart/XDBF0NNaIJJmFpPS-6T553zi2rP9l9Fpx
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on health in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-fZrHO84j1XZYjRwA
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,Health care and social assistance business births/deaths in New Zealand,Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-lSD9BKNNtvARmnFX
Statistics New Zealand,Census: Qualifications by occupation by industry 2013,Highest qualifications of health and welfare support workers in New Zealand,Occupations|Education|Qualification|Work,,"2013 Census, %",https://figure.nz/chart/MufWnvV2BDNSMEAl-WmnXz2iI4ZTPaSLP
Statistics New Zealand,Census: Qualifications by occupation by industry 2013,Highest qualifications of health diagnostic and promotion professionals in New Zealand,Occupations|Education|Qualification|Work,,"2013 Census, %",https://figure.nz/chart/MufWnvV2BDNSMEAl-0tcZdp64RIyap7Td
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Tertiary students enrolled in public health studies in New Zealand,Students|Study|Field|University,,"By qualification level, 2015",https://figure.nz/chart/Amm3KqQowLNSTfSL-FYun8KhXq0xBC2Xo
Statistics New Zealand,Business Demography Statistics: Enterprises by industry 2000â€“2015,Enterprises in the allied health services industry (other) in New Zealand,Industry,,"2000â€“2015, number of enterprises",https://figure.nz/chart/IW0xisEu03j4YW09-tqALCmWT3DvRttiV
Ministry of Education,Tertiary Education: Participation - Provider-based Enrolments Field of Study 2015,Domestic students enrolled in public health studies in New Zealand,Students|University|Qualification|Polytechnics|Wananga|PTEs,,"By age and sex, all tertiary levels, 2015",https://figure.nz/chart/6yRu5F8WwjcDzOkd-VihuaKn9lxHjWIw0
Statistics New Zealand,Business Demography Statistics: Enterprises by industry 2000â€“2015,Enterprises in the allied health services industry in New Zealand,Industry,,"2000â€“2015, number of enterprises",https://figure.nz/chart/IW0xisEu03j4YW09-eMPFqzm0D6M16JeM
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Crisis attendances with mental health and addiction services in New Zealand,Addiction,,"By age group and sex, year ended June 2012, number of people",https://figure.nz/chart/8aIuYHeHobno9HtF-6DEpwO3xaeKSerZk
Ministry of Health,Mental Health and Addiction: Service use 2011/12,People seen by mental health and addiction services in New Zealand,Addiction,,"By age group and sex, year ended June 2012",https://figure.nz/chart/oiaQVlf3kD2H4xbH-4VYyDVaMsEABJnfP
Statistics New Zealand,Business Demography Statistics: Enterprises by industry 2000â€“2015,Enterprises in the health and general insurance industry in New Zealand,Industry,,"2000â€“2015, number of enterprises",https://figure.nz/chart/IW0xisEu03j4YW09-AoOfXIQLOwa9JkDR
Statistics New Zealand,LEED: Measures by industry (based on ANZSIC06) 1999â€“2014,Average earnings in the allied health services industry in New Zealand,Staff|Earnings|Jobs|Money|Pay|Income|Industry,,"For jobs in place for the full quarter, 2005 Q3â€“2014 Q3, NZD",https://figure.nz/chart/laxvO7qLz0yYoqLQ-jpBSJ7EcwrYFkA1V
Statistics New Zealand,Business Demography Statistics: Enterprises by industry 2000â€“2015,Employees in the health care services industry (other) in New Zealand,Industry|Employment,,"2000â€“2015, number of employees",https://figure.nz/chart/tAQeOoJ0aDCZo3ER-Jex1NpiA21YTVLq3
Statistics New Zealand,Business Demography Statistics: Enterprises by employee count size and industry 2000â€“2015,Enterprises in the health care services industry (other) in New Zealand,Industry|Employment|Business Size,,"By size (employee count), as at February 2015, number of enterprises",https://figure.nz/chart/8vpXvYloRqFDQXIE-brfVBi5lEtZDD8M7
Statistics New Zealand,Business Demography Statistics: Enterprises by employee count size and industry 2000â€“2015,Enterprises in the health and general insurance industry in New Zealand,Industry|Employment|Business Size,,"By size (employee count), as at February 2015, number of enterprises",https://figure.nz/chart/8vpXvYloRqFDQXIE-Y8qp4ydvoXvxiV8i
Statistics New Zealand,Business Demography Statistics: Enterprises by industry 2000â€“2015,Employees in the health and general insurance industry in New Zealand,Industry|Employment,,"2000â€“2015, number of employees",https://figure.nz/chart/tAQeOoJ0aDCZo3ER-ztbuSQ1hoU6vSL0H
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,Number of adults with private health insurance cover in New Zealand,Insurance|Coverage,,"By age group, 2011â€“2015 average, estimated number of people",https://figure.nz/chart/LVcrh1mqd6NmOzqx
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Seclusion events at mental health and addiction services in New Zealand,Addiction,,"By age group and sex, year ended June 2012, number of people",https://figure.nz/chart/8aIuYHeHobno9HtF-NN2yRMnZaqxU1SVP
Statistics New Zealand,LEED: Measures by industry (based on ANZSIC06) 1999â€“2014,Filled jobs in the allied health services industry in New Zealand,Staff|Jobs,,"By quarter, 2005 Q3â€“2014 Q3",https://figure.nz/chart/iCHYpaoZHlSD3szl-PiUMKWKB49BI6F1T
